iteration,profile,question,l2_input,vague_input,l4_method,l4_justification,l3_mapping,l3_mapping_consistent,l3_mapping_runs
14,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of image or visual analysis,"Change Detection Algorithms (e.g., NDVI, time-series analysis)",These methods are useful for evaluating changes in landscape or site condition over different time periods captured in imagery.,L3-013: Remote Sensing Spectral Indices,True,"[""L3-013: Remote Sensing Spectral Indices"", ""L3-013: Remote Sensing Spectral Indices"", ""L3-013: Remote Sensing Spectral Indices""]"
14,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of image or visual analysis,"Object Detection (e.g., YOLO, Faster R-CNN)",Object detection models can precisely locate and classify multiple instances of archaeological elements within an image.,L3-009: YOLO Object Detection Variants,True,"[""L3-009: YOLO Object Detection Variants"", ""L3-009: YOLO Object Detection Variants"", ""L3-009: YOLO Object Detection Variants""]"
14,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of image or visual analysis,Photogrammetry and 3D Reconstruction,"This technique converts 2D imagery into accurate 3D models, allowing for volumetric and structural evaluation of the site.",L3-195: Photogrammetric Reconstruction,True,"[""L3-195: Photogrammetric Reconstruction"", ""L3-195: Photogrammetric Reconstruction"", ""L3-195: Photogrammetric Reconstruction""]"
14,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of image or visual analysis,Radiometric Analysis (if multispectral/hyperspectral data is available),This method evaluates material composition or subsurface features based on how different wavelengths of light are reflected.,L3-240: Multispectral and Hyperspectral Imaging,True,"[""L3-240: Multispectral and Hyperspectral Imaging"", ""L3-240: Multispectral and Hyperspectral Imaging"", ""L3-240: Multispectral and Hyperspectral Imaging""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Geographic Information Systems (GIS),GIS allows for the spatial analysis and visualization of archaeological data to test hypotheses about site distribution or environmental influence.,L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,"Spatial Statistics (e.g., Ripley's K, Kernel Density Estimation)","These statistical tools help determine if the spatial clustering of archaeological features is random, clustered, or dispersed, providing quantitative evidence for a theoretical model.",L3-222: Spatial Autocorrelation and Geostatistics,True,"[""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Network Analysis,"This method can be used to model relationships between sites, resources, or cultural groups to test theories about interaction or diffusion.",L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,"Machine Learning (e.g., Classification/Regression)",ML algorithms can be trained on known data to predict the likelihood of a certain archaeological feature or site type based on environmental or contextual variables.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,"Digital Survey/Remote Sensing Analysis (e.g., LiDAR processing)",Analyzing remote sensing data allows for the detection and mapping of subtle landscape features that might support or refute theoretical models of ancient land use.,L3-176: Imaging and Photogrammetric Analysis,True,"[""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Time Series Analysis,"If temporal data is available (e.g., radiocarbon dates), this method can evaluate patterns of change or stability in archaeological assemblages over time.",L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
14,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Agent-Based Modeling (ABM),"ABM allows researchers to simulate the behavior of individual archaeological actors (e.g., people, groups) under specific rules to see if the resulting patterns match observed data.",L3-220: Discrete and Agent-Based Simulation,True,"[""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,Time Series Decomposition,"This separates the long-term trends, seasonal patterns, and residual noise in settlement data over time.",L3-075: Time Series Signal Filtering,True,"[""L3-075: Time Series Signal Filtering"", ""L3-075: Time Series Signal Filtering"", ""L3-075: Time Series Signal Filtering""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,Autoregressive Integrated Moving Average (ARIMA) / SARIMA,"This models the dependency between a settlement's state (e.g., size, density) at time $t$ and its past states.",L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,Hidden Markov Models (HMMs),"This identifies unobserved ""regimes"" or phases of settlement organization (e.g., expansion, contraction, consolidation) that govern observable changes.",L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,"Space-Time Cube Analysis (e.g., using 4D GIS)",This allows for the visualization and statistical analysis of settlement density across both geographic space and chronological time.,L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,Geographically Weighted Regression (GWR) over Time,This models how the relationship between settlement characteristics and environmental factors changes across different locations and time periods.,L3-146: Regression Analysis,True,"[""L3-146: Regression Analysis"", ""L3-146: Regression Analysis"", ""L3-146: Regression Analysis""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,"Change Point Detection Algorithms (e.g., CUSUM, PELT)",This automatically identifies specific historical moments when the underlying pattern or rate of settlement change significantly shifted.,L3-122: Linear Mixed-Effect Models,True,"[""L3-122: Linear Mixed-Effect Models"", ""L3-122: Linear Mixed-Effect Models"", ""L3-122: Linear Mixed-Effect Models""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,Recurrent Neural Networks (RNNs) / Long Short-Term Memory (LSTM),"This is used for complex sequence prediction, allowing the model to learn long-term dependencies in settlement growth or decline patterns.",L3-197: Feedforward and Recurrent Neural Networks,True,"[""L3-197: Feedforward and Recurrent Neural Networks"", ""L3-197: Feedforward and Recurrent Neural Networks"", ""L3-197: Feedforward and Recurrent Neural Networks""]"
15,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,Time Series & Sequence Analysis,,"Clustering Algorithms (e.g., DBSCAN, K-means) applied temporally","This groups settlements based on similar temporal trajectories (e.g., identifying clusters of rapidly growing vs. stable settlements).",L3-025: Density-Based Clustering,True,"[""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering""]"
15,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of simulation or agent-based modelling,Agent-Based Modeling (ABM),ABM allows simulating individual decision-making (agents) regarding settlement location and growth over time.,L3-220: Discrete and Agent-Based Simulation,True,"[""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation""]"
15,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of simulation or agent-based modelling,Cellular Automata (CA),CA can model landscape-level changes in settlement density based on local neighborhood rules.,L3-220: Discrete and Agent-Based Simulation,True,"[""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation""]"
15,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of simulation or agent-based modelling,"Spatial Statistics (e.g., Ripley's K, Kernel Density Estimation)",These methods are used to statistically describe the spatial patterns (clustering or dispersion) of existing settlement data.,L3-222: Spatial Autocorrelation and Geostatistics,True,"[""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics""]"
15,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of simulation or agent-based modelling,Geographic Information Systems (GIS) Analysis,"GIS provides the necessary framework for visualizing, overlaying, and analyzing spatial relationships between settlements and environmental factors.",L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
15,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of simulation or agent-based modelling,Agent-Based Landscape Evolution Models,These models specifically integrate agent behavior with environmental constraints to simulate long-term landscape change driven by human activity.,L3-220: Discrete and Agent-Based Simulation,True,"[""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation""]"
15,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of simulation or agent-based modelling,Network Analysis,This can be used to analyze the connectivity and hierarchical organization between different settlements within the territory.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Geographic Information Systems (GIS),"GIS allows for the spatial mapping, visualization, and overlay analysis of settlement locations across different time periods.",L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,"Spatial Statistics (e.g., Kernel Density Estimation)",This method helps to quantify and visualize the intensity and clustering of settlements within the territory.,L3-033: Kernel Density Estimation,True,"[""L3-033: Kernel Density Estimation"", ""L3-033: Kernel Density Estimation"", ""L3-033: Kernel Density Estimation""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Time Series Analysis,"This technique is used to model and identify trends, patterns, or changes in settlement density or location over the long term.",L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Network Analysis,This can be used to analyze the connectivity and spatial relationships between different settlements.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Remote Sensing Image Classification,"If historical aerial or satellite imagery is available, this can help identify and map settlement footprints across time.",L3-235: Remote Sensing Accuracy Metrics,False,"[""L3-172: Multispectral and Hyperspectral Imaging"", ""L3-235: Remote Sensing Accuracy Metrics"", ""L3-235: Remote Sensing Accuracy Metrics""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,"Spatial Regression Models (e.g., Geographically Weighted Regression - GWR)",GWR can help determine how the factors influencing settlement location change across different parts of the territory over time.,L3-222: Spatial Autocorrelation and Geostatistics,True,"[""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics""]"
15,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,"Clustering Algorithms (e.g., DBSCAN, K-Means)",These algorithms can automatically identify natural groupings or clusters of settlements based on their spatial coordinates.,L3-025: Density-Based Clustering,True,"[""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,Multiple Linear Regression,"To model the linear relationship between site attributes (e.g., size, location) and a continuous measure of significance or function.",L3-129: Multiple Regression Models,True,"[""L3-129: Multiple Regression Models"", ""L3-129: Multiple Regression Models"", ""L3-129: Multiple Regression Models""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,Generalized Linear Models (GLMs) with Poisson Distribution,"To model count data, such as the number of artifacts or features, as a function of site characteristics.",L3-135: Bayesian and Advanced Count Models,True,"[""L3-135: Bayesian and Advanced Count Models"", ""L3-135: Bayesian and Advanced Count Models"", ""L3-135: Bayesian and Advanced Count Models""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,Generalized Linear Models (GLMs) with Binomial Distribution,"To model binary outcomes, such as whether a site exhibits a specific function (e.g., residential vs. ceremonial).",L3-115: Multivariate Statistical Analysis,True,"[""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,Ordinal Logistic Regression,"To model the probability of a site belonging to a specific functional category when the categories have a natural order (e.g., small settlement $\rightarrow$ medium settlement $\rightarrow$ large center).",L3-134: Logistic Regression Variants,True,"[""L3-134: Logistic Regression Variants"", ""L3-134: Logistic Regression Variants"", ""L3-134: Logistic Regression Variants""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,"Time Series Analysis (e.g., ARIMA/SARIMA)","To analyze chronological data, such as artifact accumulation rates or changes in site density over time.",L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,"Survival Analysis (e.g., Cox Proportional Hazards Model)","To model the ""lifespan"" or persistence of a site's function before it changes or is abandoned.",L3-045: Survival Analysis Methods,True,"[""L3-045: Survival Analysis Methods"", ""L3-045: Survival Analysis Methods"", ""L3-045: Survival Analysis Methods""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,Geographically Weighted Regression (GWR),"To account for spatial non-stationarity, allowing the relationship between variables to vary across the archaeological landscape.",L3-210: Spatial Interpolation Methods,True,"[""L3-210: Spatial Interpolation Methods"", ""L3-210: Spatial Interpolation Methods"", ""L3-210: Spatial Interpolation Methods""]"
16,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Regression & Generalized Linear Models,,Bayesian Hierarchical Modeling,To incorporate prior archaeological knowledge and model variation across multiple sites within a larger regional context.,L3-158: Bayesian Statistical Inference,True,"[""L3-158: Bayesian Statistical Inference"", ""L3-158: Bayesian Statistical Inference"", ""L3-158: Bayesian Statistical Inference""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,Geographic Information Systems (GIS) Spatial Analysis,GIS allows for the mapping and spatial querying of site features to understand site layout and environmental relationships.,L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,D Photogrammetry and Digital Surface Models (DSM),"These methods create high-resolution 3D models to analyze site morphology, architectural form, and landscape context.",L3-176: Imaging and Photogrammetric Analysis,True,"[""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,Object Recognition using Convolutional Neural Networks (CNNs),CNNs can be trained to automatically identify and classify artifact types or structural elements within site imagery.,L3-207: Visual Pattern Recognition,True,"[""L3-207: Visual Pattern Recognition"", ""L3-207: Visual Pattern Recognition"", ""L3-207: Visual Pattern Recognition""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,"Time-Series Analysis (e.g., using remote sensing imagery)",This method helps establish chronological sequences by tracking changes in site appearance or land use over time.,L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,Network Analysis,"This technique can model relationships between different parts of the site or between the site and surrounding features (e.g., trade routes).",L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,"Clustering Algorithms (e.g., DBSCAN, K-Means)",Clustering can group artifacts or features based on spatial proximity or shared characteristics to infer functional areas.,L3-025: Density-Based Clustering,True,"[""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering""]"
16,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,Change Detection Algorithms,"These algorithms compare different temporal datasets (e.g., aerial photos from different years) to pinpoint periods of significant site modification.",L3-238: Comparative and Historical Analysis Methods,True,"[""L3-238: Comparative and Historical Analysis Methods"", ""L3-238: Comparative and Historical Analysis Methods"", ""L3-238: Comparative and Historical Analysis Methods""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,Geographic Information Systems (GIS),"GIS allows for the spatial analysis of site locations, feature distributions, and environmental contexts to infer function and relationship.",L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,"Spatial Statistics (e.g., Kernel Density Estimation)","This method helps identify areas of high concentration of features, suggesting functional zones or settlement patterns.",L3-033: Kernel Density Estimation,True,"[""L3-033: Kernel Density Estimation"", ""L3-033: Kernel Density Estimation"", ""L3-033: Kernel Density Estimation""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,"Chronological Modeling (e.g., Bayesian Chronology)",Bayesian methods integrate radiocarbon dates and stratigraphic data to produce statistically robust timelines for site occupation.,L3-144: Bayesian Chronological Modeling,True,"[""L3-144: Bayesian Chronological Modeling"", ""L3-144: Bayesian Chronological Modeling"", ""L3-144: Bayesian Chronological Modeling""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,Network Analysis,"This technique can map relationships between the site and other known sites, revealing trade routes, social connections, or resource dependencies.",L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,"D Modeling and Visualization (e.g., Photogrammetry/LiDAR Processing)",Creating 3D models allows researchers to reconstruct the physical layout and architectural function of structures in situ.,L3-176: Imaging and Photogrammetric Analysis,True,"[""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,Time Series Analysis,"If sequential data (e.g., artifact assemblages over time) is available, this can reveal patterns of change in site use or cultural practices.",L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
16,novice,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,,"Machine Learning (e.g., Classification/Clustering)",ML algorithms can be trained on artifact attributes or spatial data to automatically classify features or identify distinct occupational phases.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,Geometric Morphometrics (GM),This is the overarching framework for analyzing shape variation in your heterogeneous assemblage.,L3-183: Geometric Morphometrics,True,"[""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,"Landmark-based GM (e.g., using Procrustes analysis)",This is the standard technique for quantifying shape differences between artifacts by aligning them based on defined anatomical or morphological points.,L3-183: Geometric Morphometrics,True,"[""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,Semilandmark-based GM,"This is useful when precise landmarks are difficult to place consistently across all artifact types, allowing for more flexible shape description.",L3-183: Geometric Morphometrics,True,"[""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,Thin-Plate Spline (TPS) Registration,This algorithm is used to non-rigidly warp and align artifacts of different shapes to a common reference space before shape comparison.,L3-004: Spline-Based Smoothing and Interpolation,True,"[""L3-004: Spline-Based Smoothing and Interpolation"", ""L3-004: Spline-Based Smoothing and Interpolation"", ""L3-004: Spline-Based Smoothing and Interpolation""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,Principal Component Analysis (PCA) on Shape Variables,"This is used to reduce the dimensionality of the complex shape data derived from GM, identifying the primary axes of shape variation within the assemblage.",L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,Discriminant Function Analysis (DFA) or Canonical Variates Analysis (CVA),"These multivariate statistics are used to test if the shape variation captured by GM significantly correlates with known categorical variables (e.g., artifact type, function, provenience).",L3-115: Multivariate Statistical Analysis,True,"[""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,"Cluster Analysis (e.g., K-means or Hierarchical Clustering) on Shape Coordinates","This is used to objectively group artifacts into morphologically coherent clusters, which can then be interpreted as distinct artifact types or functional groups.",L3-010: Hierarchical Clustering Algorithms,True,"[""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms""]"
17,expert,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,Geometric Morphometrics,,Multivariate Analysis of Variance (MANOVA),"This tests whether the mean shape characteristics (the centroids in shape space) differ significantly across predefined categorical variables (e.g., different manufacturing techniques).",L3-115: Multivariate Statistical Analysis,True,"[""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis""]"
17,intermediate,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,some kind of text or document analysis,"Topic Modeling (e.g., LDA, NMF)",This can identify latent themes or clusters of artefact descriptions without predefining categories.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
17,intermediate,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,some kind of text or document analysis,Named Entity Recognition (NER),"This can automatically extract specific artefact types, materials, or associated features from textual descriptions.",L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
17,intermediate,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,some kind of text or document analysis,"Text Classification (e.g., SVM, BERT fine-tuning)",This is suitable if you have a set of pre-defined categories and want the model to assign artefacts to them.,L3-193: Natural Language Processing,False,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-236: Automated Content Classification""]"
17,intermediate,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,some kind of text or document analysis,"Word Embeddings (e.g., Word2Vec, GloVe)",This allows you to measure the semantic similarity between different artefact descriptions to group related items.,L3-194: Word Embedding Models,True,"[""L3-194: Word Embedding Models"", ""L3-194: Word Embedding Models"", ""L3-194: Word Embedding Models""]"
17,intermediate,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,some kind of text or document analysis,"Clustering Algorithms (e.g., K-Means, DBSCAN)","This can group artefacts based on the vector representations of their descriptions, revealing natural groupings in the data.",L3-025: Density-Based Clustering,True,"[""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering""]"
17,intermediate,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,some kind of text or document analysis,Semantic Role Labeling (SRL),"This can identify the 'who,' 'what,' and 'where' within artefact descriptions to understand functional relationships.",L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
17,novice,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,,Object Recognition using Convolutional Neural Networks (CNNs),CNNs can be trained on images of artifacts to automatically classify them based on visual features.,L3-207: Visual Pattern Recognition,False,"[""L3-204: Convolutional Neural Network Architectures"", ""L3-207: Visual Pattern Recognition"", ""L3-207: Visual Pattern Recognition""]"
17,novice,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,,Feature Extraction using Principal Component Analysis (PCA),"PCA can reduce the dimensionality of complex artifact attribute data (e.g., dimensions, material composition) while retaining most variance.",L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
17,novice,How do I classify and interpret a heterogeneous assemblage of artefacts recovered from an archaeological context?,,,"Clustering Algorithms (e.g., K-Means, DBSCAN)",These algorithms can group artifacts into natural assemblages based on shared quantitative or qualitative features without prior predefined categories.,L3-025: Density-Based Clustering,True,"[""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering""]"
