iteration,profile,question,l2_input,vague_input,l4_method,l4_justification,l3_mapping,l3_mapping_consistent,l3_mapping_runs
78,novice,How do I reconstruct exchange networks and cultural interaction between distant communities?,,,Bayesian Phylogenetic Methods,"Originally for biology, these methods can be adapted to model the diffusion of cultural traits or technologies through populations over time.",L3-007: Phylogenetic Reconstruction Methods,True,"[""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods""]"
78,novice,How do I reconstruct exchange networks and cultural interaction between distant communities?,,,Graph Theory Algorithms,Specific algorithms like PageRank or Betweenness Centrality identify key hubs and bridges within the exchange network that facilitate long-distance connectivity.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Dynamic Time Warping (DTW),This algorithm aligns and compares spectral or elemental decay curves from different artefacts to identify compositional similarities despite variations in sampling rates or instrument drift.,L3-069: Pairwise Similarity Metrics,True,"[""L3-069: Pairwise Similarity Metrics"", ""L3-069: Pairwise Similarity Metrics"", ""L3-069: Pairwise Similarity Metrics""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Hidden Markov Models (HMMs),These models segment continuous physicochemical data streams into discrete states representing distinct material phases or manufacturing stages based on probabilistic transitions.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Long Short-Term Memory (LSTM) networks,This deep learning variant captures long-range dependencies in sequential mass spectrometry or X-ray fluorescence data to predict unknown provenance clusters from training sets of known sites.,L3-197: Feedforward and Recurrent Neural Networks,True,"[""L3-197: Feedforward and Recurrent Neural Networks"", ""L3-197: Feedforward and Recurrent Neural Networks"", ""L3-197: Feedforward and Recurrent Neural Networks""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Principal Component Analysis (PCA) on time-series windows,This dimensionality reduction technique compresses high-frequency sensor noise into dominant temporal patterns that highlight unique geochemical signatures for provenance mapping.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,"Change Point Detection (e.g., Bayesian Online Change Point Detection)",This method automatically identifies abrupt shifts in elemental ratios within a single scan to pinpoint specific manufacturing events or post-depositional contamination layers.,L3-012: Bayesian Change Point Analysis,True,"[""L3-012: Bayesian Change Point Analysis"", ""L3-012: Bayesian Change Point Analysis"", ""L3-012: Bayesian Change Point Analysis""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Vector Autoregression (VAR),This multivariate time-series model quantifies the interdependencies between multiple elemental concentrations over time to reconstruct complex firing or alloying processes.,L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Clustering via Time-Series Shapelets,This approach extracts discriminative subsequences (shapelets) from spectra to rapidly classify artefacts into specific technological traditions or raw material sources.,L3-025: Density-Based Clustering,True,"[""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering"", ""L3-025: Density-Based Clustering""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Functional Data Analysis (FDA),"This framework treats entire spectra as smooth functions rather than discrete points, enabling rigorous statistical comparison of manufacturing techniques across diverse sample sets.",L3-004: Spline-Based Smoothing and Interpolation,True,"[""L3-004: Spline-Based Smoothing and Interpolation"", ""L3-004: Spline-Based Smoothing and Interpolation"", ""L3-004: Spline-Based Smoothing and Interpolation""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Granger Causality Tests,"This statistical test determines if temporal fluctuations in one element's concentration can predict changes in another, revealing sequential layering or mixing techniques used during production.",L3-136: Time Series Stationarity and Causality,True,"[""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality"", ""L3-136: Time Series Stationarity and Causality""]"
79,expert,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",Time Series & Sequence Analysis,,Optimal Transport on Time-Series Distributions,"This metric calculates the minimum ""cost"" to transform one temporal elemental distribution into another, providing a robust distance measure for matching unknown artefacts to reference provenance databases.",L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,X-ray Fluorescence (XRF) Spectroscopy,This non-destructive technique quantifies elemental composition to determine material provenance by comparing trace element signatures against known geological databases.,L3-089: X-ray Fluorescence Spectroscopy,True,"[""L3-089: X-ray Fluorescence Spectroscopy"", ""L3-089: X-ray Fluorescence Spectroscopy"", ""L3-089: X-ray Fluorescence Spectroscopy""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Portable X-ray Diffraction (pXRD) Phase Analysis,This method identifies specific mineral phases within an artefact to reconstruct its geological origin and manufacturing raw material selection.,L3-074: X-ray and Neutron Diffraction,True,"[""L3-074: X-ray and Neutron Diffraction"", ""L3-074: X-ray and Neutron Diffraction"", ""L3-074: X-ray and Neutron Diffraction""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Scanning Electron Microscopy with Energy Dispersive Spectroscopy (SEM-EDS),"This high-resolution imaging and spectroscopy combination reveals micro-scale manufacturing techniques, such as tool marks or inclusions, while simultaneously mapping elemental distributions.",L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy,True,"[""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy"", ""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy"", ""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Raman Spectroscopy,This vibrational spectroscopy method identifies molecular bonds and organic binders to distinguish between different manufacturing technologies and material compositions without sample destruction.,L3-077: Raman Spectroscopy Variants,True,"[""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Laser-Induced Breakdown Spectroscopy (LIBS),"This rapid ablation technique provides depth-resolved elemental profiles to analyze stratified coatings or corrosion layers, offering insights into sequential manufacturing processes.",L3-088: X-ray Fluorescence and Absorption Spectroscopy,False,"[""L3-088: X-ray Fluorescence and Absorption Spectroscopy"", ""L3-077: Raman Spectroscopy Variants"", ""L3-088: X-ray Fluorescence and Absorption Spectroscopy""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Neutron Activation Analysis (NAA),This highly sensitive nuclear method detects trace elements at parts-per-million levels to establish precise provenance links that other techniques might miss.,L3-060: Neutron Activation Analysis,True,"[""L3-060: Neutron Activation Analysis"", ""L3-060: Neutron Activation Analysis"", ""L3-060: Neutron Activation Analysis""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Hyperspectral Imaging,This computational imaging approach captures spatially resolved spectral signatures across the entire artefact surface to map compositional heterogeneity and detect hidden manufacturing features.,L3-240: Multispectral and Hyperspectral Imaging,True,"[""L3-240: Multispectral and Hyperspectral Imaging"", ""L3-240: Multispectral and Hyperspectral Imaging"", ""L3-240: Multispectral and Hyperspectral Imaging""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Principal Component Analysis (PCA) on Spectral Data,This unsupervised machine learning algorithm reduces high-dimensional spectral datasets to visualize clustering patterns that distinguish between different manufacturing groups or provenance sources.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Convolutional Neural Networks (CNNs) for Microstructure Classification,"This deep learning model automatically classifies complex microstructural patterns from SEM images to identify specific forging, casting, or polishing techniques.",L3-204: Convolutional Neural Network Architectures,True,"[""L3-204: Convolutional Neural Network Architectures"", ""L3-204: Convolutional Neural Network Architectures"", ""L3-204: Convolutional Neural Network Architectures""]"
79,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of image or visual analysis,Multivariate Curve Resolution (MCR),This chemometric method decomposes overlapping spectral signals in complex mixtures to quantify individual component concentrations and reveal hidden manufacturing additives.,L3-107: Chemometric and Spectroscopic Analysis,True,"[""L3-107: Chemometric and Spectroscopic Analysis"", ""L3-107: Chemometric and Spectroscopic Analysis"", ""L3-107: Chemometric and Spectroscopic Analysis""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,X-ray Fluorescence (XRF) Spectroscopy,This non-destructive technique quantifies elemental composition to identify raw material sources and distinguish between local and imported artifacts.,L3-089: X-ray Fluorescence Spectroscopy,True,"[""L3-089: X-ray Fluorescence Spectroscopy"", ""L3-089: X-ray Fluorescence Spectroscopy"", ""L3-089: X-ray Fluorescence Spectroscopy""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Inductively Coupled Plasma Mass Spectrometry (ICP-MS),"By measuring trace element concentrations with high precision, this method provides a detailed chemical fingerprint for precise geological provenance matching.",L3-035: Inductively Coupled Plasma Spectrometry,True,"[""L3-035: Inductively Coupled Plasma Spectrometry"", ""L3-035: Inductively Coupled Plasma Spectrometry"", ""L3-035: Inductively Coupled Plasma Spectrometry""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Scanning Electron Microscopy with Energy Dispersive X-ray Spectroscopy (SEM-EDS),This method reveals micro-scale manufacturing techniques such as heat treatment or alloying by visualizing surface morphology and mapping elemental distributions.,L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy,True,"[""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy"", ""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy"", ""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Principal Component Analysis (PCA),This statistical dimensionality reduction technique simplifies complex multivariate chemical datasets to visually cluster artifacts by shared compositional signatures.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Discriminant Function Analysis (DFA),This supervised classification algorithm assigns unknown artifacts to specific provenance groups based on their chemical similarity to known reference samples.,L3-015: Discriminant Analysis Variants,True,"[""L3-015: Discriminant Analysis Variants"", ""L3-015: Discriminant Analysis Variants"", ""L3-015: Discriminant Analysis Variants""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Bayesian Isotope Mixing Models,This probabilistic framework quantifies the relative contributions of different raw material sources to an artifact's composition using stable isotope ratios.,L3-064: Bayesian Multi-Source Mixing Models,True,"[""L3-064: Bayesian Multi-Source Mixing Models"", ""L3-064: Bayesian Multi-Source Mixing Models"", ""L3-064: Bayesian Multi-Source Mixing Models""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,"Machine Learning Classification (e.g., Random Forest or Support Vector Machines)","These algorithms automatically identify complex, non-linear patterns in physicochemical data to predict manufacturing techniques or origin with high accuracy.",L3-022: Random Forest Ensemble Methods,False,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-022: Random Forest Ensemble Methods"", ""L3-022: Random Forest Ensemble Methods""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Multivariate Curve Resolution-Alternating Least Squares (MCR-ALS),This chemometric method deconvolutes overlapping spectral signals to resolve pure component profiles and quantify their concentrations in complex mixtures.,L3-107: Chemometric and Spectroscopic Analysis,True,"[""L3-107: Chemometric and Spectroscopic Analysis"", ""L3-107: Chemometric and Spectroscopic Analysis"", ""L3-107: Chemometric and Spectroscopic Analysis""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Neutron Activation Analysis (NAA),"This highly sensitive nuclear technique detects minute trace elements that are often invisible to other methods, offering superior resolution for distinguishing between geologically similar sources.",L3-060: Neutron Activation Analysis,True,"[""L3-060: Neutron Activation Analysis"", ""L3-060: Neutron Activation Analysis"", ""L3-060: Neutron Activation Analysis""]"
79,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Raman Spectroscopy,This vibrational spectroscopy technique identifies specific molecular bonds and crystalline phases to determine the exact mineralogical composition and firing temperatures of ceramics.,L3-077: Raman Spectroscopy Variants,True,"[""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,"Bayesian Chronological Modelling (e.g., OxCal or BCal)",This method integrates radiocarbon dates from faunal assemblages with stratigraphic constraints to generate precise probability distributions for hunting or herding events.,L3-144: Bayesian Chronological Modeling,True,"[""L3-144: Bayesian Chronological Modeling"", ""L3-144: Bayesian Chronological Modeling"", ""L3-144: Bayesian Chronological Modeling""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,"Sequence Analysis (e.g., using the `seqinr` package or custom R scripts)","By treating species succession patterns as time-series data, this algorithm identifies statistically significant shifts in herd composition that indicate changes in herding practices.",L3-145: Temporal Event and Sequence Analysis,True,"[""L3-145: Temporal Event and Sequence Analysis"", ""L3-145: Temporal Event and Sequence Analysis"", ""L3-145: Temporal Event and Sequence Analysis""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,Markov Chain Monte Carlo (MCMC) simulations within a Bayesian framework,This technique quantifies uncertainty in the timing of human-animal relationship transitions by sampling from posterior distributions of demographic models.,L3-078: Markov Chain Monte Carlo,True,"[""L3-078: Markov Chain Monte Carlo"", ""L3-078: Markov Chain Monte Carlo"", ""L3-078: Markov Chain Monte Carlo""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,"Change Point Detection (e.g., Bayesian Change Point Models)","This algorithm objectively locates specific temporal boundaries where statistical properties of faunal remains (such as age-at-death distributions) shift, signaling a transition in hunting strategies.",L3-012: Bayesian Change Point Analysis,True,"[""L3-012: Bayesian Change Point Analysis"", ""L3-012: Bayesian Change Point Analysis"", ""L3-012: Bayesian Change Point Analysis""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,"Network Analysis (e.g., using UCINET or Gephi on species co-occurrence matrices)",This method reconstructs complex human-animal relationships by mapping the strength and frequency of associations between different species across chronological phases.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,"Monte Carlo Resampling (e.g., via the `boot` package in R)",This approach assesses the robustness of inferred hunting patterns by repeatedly resampling the faunal dataset to test the stability of observed species dominance trends.,L3-046: Bootstrap and Jackknife Resampling,True,"[""L3-046: Bootstrap and Jackknife Resampling"", ""L3-046: Bootstrap and Jackknife Resampling"", ""L3-046: Bootstrap and Jackknife Resampling""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,"Radiocarbon Calibration Curves (e.g., IntCal20)","Applying the latest calibration datasets to raw 14C dates from bone collagen converts them into accurate calendar years, anchoring all subsequent chronological reconstructions.",L3-153: Radiocarbon and Chronometric Dating,True,"[""L3-153: Radiocarbon and Chronometric Dating"", ""L3-153: Radiocarbon and Chronometric Dating"", ""L3-153: Radiocarbon and Chronometric Dating""]"
80,expert,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",Chronological Modelling & Dating,,Hierarchical Bayesian Modeling,"This framework allows for the simultaneous estimation of multiple parameters (e.g., kill rates, sex ratios, age structures) while sharing information across different time periods to improve precision in sparse datasets.",L3-158: Bayesian Statistical Inference,True,"[""L3-158: Bayesian Statistical Inference"", ""L3-158: Bayesian Statistical Inference"", ""L3-158: Bayesian Statistical Inference""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Network Analysis,This method maps the spatial and temporal connections between different animal species and archaeological sites to reveal herd management strategies and trade networks.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Topic Modeling,Applying Latent Dirichlet Allocation to large corpora of faunal reports automatically clusters species assemblages by hunting season or cultural practice without pre-defined categories.,L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Natural Language Processing (NPI),Using Named Entity Recognition on excavation logs and zooarchaeological literature extracts specific taxonomic data and butchery marks to quantify human-animal interaction patterns.,L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Sequence Analysis,Analyzing the chronological ordering of faunal assemblage changes helps identify shifts in herding practices or hunting grounds over time.,L3-145: Temporal Event and Sequence Analysis,True,"[""L3-145: Temporal Event and Sequence Analysis"", ""L3-145: Temporal Event and Sequence Analysis"", ""L3-145: Temporal Event and Sequence Analysis""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Machine Learning Classification,Training classifiers on morphological measurements and cut-mark patterns distinguishes between domesticated and wild species to reconstruct subsistence strategies.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Geospatial Analysis,Integrating faunal distribution data with GIS layers of paleoenvironments and human settlements reveals how landscape changes influenced hunting and herding decisions.,L3-226: Geographic Information System Modeling,True,"[""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling"", ""L3-226: Geographic Information System Modeling""]"
80,intermediate,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,some kind of text or document analysis,Semantic Network Analysis,Constructing a graph of co-occurrence between animal species and archaeological contexts uncovers implicit relationships in human-animal interactions described in textual records.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Bayesian Isotopic Mixing Models,"These models quantify the proportional contribution of different dietary sources to animal bone collagen, allowing reconstruction of herd management strategies and weaning practices.",L3-064: Bayesian Multi-Source Mixing Models,True,"[""L3-064: Bayesian Multi-Source Mixing Models"", ""L3-064: Bayesian Multi-Source Mixing Models"", ""L3-064: Bayesian Multi-Source Mixing Models""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Stable Isotope Analysis (δ13C and δ15N),"By measuring carbon and nitrogen ratios in bone collagen and enamel, researchers can distinguish between wild and domestic species and track seasonal migration patterns.",L3-105: Stable Isotope Ratio Analysis,True,"[""L3-105: Stable Isotope Ratio Analysis"", ""L3-105: Stable Isotope Ratio Analysis"", ""L3-105: Stable Isotope Ratio Analysis""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Dental Microwear Texture Analysis (DMTA),This method uses 3D surface scanning of tooth enamel to infer the specific types of vegetation consumed and the intensity of feeding behaviors.,L3-108: Dental Microwear Texture Analysis,True,"[""L3-108: Dental Microwear Texture Analysis"", ""L3-108: Dental Microwear Texture Analysis"", ""L3-108: Dental Microwear Texture Analysis""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Agent-Based Modeling (ABM),"ABM simulates individual animal movement and decision-making rules to test hypotheses about herd dynamics, predator avoidance, and human herding tactics.",L3-220: Discrete and Agent-Based Simulation,True,"[""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation"", ""L3-220: Discrete and Agent-Based Simulation""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Network Analysis of Faunal Assemblages,"This approach maps spatial and temporal relationships between species and sites to identify trade networks, ritual exchanges, and regional hunting specializations.",L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Machine Learning Classification of Bone Modification,"Algorithms trained on experimental damage datasets can automatically distinguish between carnivore gnawing, trampling, and human butchery marks with high accuracy.",L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Spatial Point Pattern Analysis,Statistical tests on the geographic distribution of faunal remains within a site reveal whether hunting or butchery occurred in specific zones or followed random patterns.,L3-222: Spatial Autocorrelation and Geostatistics,True,"[""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics"", ""L3-222: Spatial Autocorrelation and Geostatistics""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Phylogenetic Comparative Methods,These techniques analyze evolutionary relationships among species to correct for shared ancestry when comparing morphological traits related to hunting or domestication.,L3-007: Phylogenetic Reconstruction Methods,True,"[""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Geographic Information Systems (GIS) for Landscape Integration,GIS overlays faunal data with environmental layers to model how landscape features influenced hunting success rates and herd distribution over time.,L3-214: GIS-Based Landscape Characterization,True,"[""L3-214: GIS-Based Landscape Characterization"", ""L3-214: GIS-Based Landscape Characterization"", ""L3-214: GIS-Based Landscape Characterization""]"
80,novice,"How do I analyse faunal remains to reconstruct hunting, herding practices, and human-animal relationships?",,,Quantitative Morphometrics (Geometric Morphometrics),This method analyzes precise landmark coordinates on bones to detect subtle shape changes associated with domestication or adaptation to specific human-imposed environments.,L3-183: Geometric Morphometrics,True,"[""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics""]"
81,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,Photogrammetry & 3D Reconstruction,,Structure-from-Motion (SfM) with Multi-View Stereo (MVS),"This foundational photogrammetric pipeline generates high-resolution, textured 3D meshes of individual skeletal elements from overlapping photographs, preserving fine surface topography for morphometric analysis.",L3-195: Photogrammetric Reconstruction,True,"[""L3-195: Photogrammetric Reconstruction"", ""L3-195: Photogrammetric Reconstruction"", ""L3-195: Photogrammetric Reconstruction""]"
81,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,Photogrammetry & 3D Reconstruction,,Geometric Morphometrics (GMM) applied to 3D landmark coordinates,"By extracting homologous landmarks from the reconstructed meshes, GMM allows for the statistical quantification of biological variation and sexual dimorphism across the population.",L3-183: Geometric Morphometrics,True,"[""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics"", ""L3-183: Geometric Morphometrics""]"
81,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,Photogrammetry & 3D Reconstruction,,Digital Elevation Model (DEM) generation via mesh decimation,"Creating high-fidelity DEMs from the 3D models enables the precise measurement of osteological indices, such as cranial vault thickness or long bone cross-sectional geometry, which correlate with biomechanical stress and health.",L3-208: Digital Terrain Modeling and Analysis,True,"[""L3-208: Digital Terrain Modeling and Analysis"", ""L3-208: Digital Terrain Modeling and Analysis"", ""L3-208: Digital Terrain Modeling and Analysis""]"
81,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,Photogrammetry & 3D Reconstruction,,Automated segmentation algorithms for cranial sutures and foramina,These computational tools isolate specific anatomical features on the 3D surface to facilitate the study of age-at-death estimation and pathological conditions without manual tracing errors.,L3-157: Image Segmentation Algorithms,True,"[""L3-157: Image Segmentation Algorithms"", ""L3-157: Image Segmentation Algorithms"", ""L3-157: Image Segmentation Algorithms""]"
81,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,Photogrammetry & 3D Reconstruction,,Virtual Osteological Analysis (VOA) using texture mapping,"Mapping original photographic textures onto the 3D geometry preserves subtle surface markings like cut marks, tool use evidence, or trauma that might be obscured during physical handling or cleaning.",L3-148: Virtual Osteological Reconstruction,True,"[""L3-148: Virtual Osteological Reconstruction"", ""L3-148: Virtual Osteological Reconstruction"", ""L3-148: Virtual Osteological Reconstruction""]"
