iteration,profile,question,l2_input,vague_input,l4_method,l4_justification,l3_mapping,l3_mapping_consistent,l3_mapping_runs
30,novice,How do I use comparisons with modern or experimental practices to interpret material evidence from the past?,,,Agent-Based Modeling,This approach allows for the exploration of how different modern or experimental strategies interact to produce the complex patterns seen in the archaeological record.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
30,novice,How do I use comparisons with modern or experimental practices to interpret material evidence from the past?,,,Agent-Based Modeling,This method provides a means to test the robustness of modern or experimental interpretations against alternative explanations derived from the data.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
30,novice,How do I use comparisons with modern or experimental practices to interpret material evidence from the past?,,,Agent-Based Modeling,This simulation framework helps researchers identify the minimal set of modern or experimental rules required to generate observed archaeological patterns.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Point Cloud Registration (ICP),"This algorithm aligns overlapping laser scanner or photogrammetry scans to create a seamless, metrically accurate 3D model of excavation units or survey sites.",L3-020: Point Cloud Analysis and Registration,True,"[""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Volumetric Reconstruction (Delaunay Tetrahedralization),This method converts sparse point cloud data into a watertight mesh to calculate precise soil volumes and track stratigraphic changes over time.,L3-025: Voronoi and Delaunay Methods,True,"[""L3-025: Voronoi and Delaunay Methods"", ""L3-025: Voronoi and Delaunay Methods"", ""L3-025: Voronoi and Delaunay Methods""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Change Detection Analysis (Temporal Point Cloud Comparison),"By subtracting point clouds from different excavation phases, this technique automatically quantifies the exact volume of material removed per feature.",L3-020: Point Cloud Analysis and Registration,True,"[""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Digital Twin Integration (GIS + BIM),This approach embeds the 3D excavation model into a Geographic Information System to link spatial data with contextual metadata like artifact provenience and stratigraphy.,L3-036: Geospatial Data Acquisition & Modeling,True,"[""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Path Planning Algorithms (A* or RRT*),"These algorithms optimize the movement of robotic survey teams or drones to ensure complete, systematic coverage of large surface survey areas.",L3-088: Spatial Pathfinding and Cost Metrics,True,"[""L3-088: Spatial Pathfinding and Cost Metrics"", ""L3-088: Spatial Pathfinding and Cost Metrics"", ""L3-088: Spatial Pathfinding and Cost Metrics""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Semantic Segmentation (Deep Learning),"This AI technique automatically classifies points in a 3D model into categories such as ""wall,"" ""floor,"" or ""debris"" to streamline the documentation of architectural features.",L3-010: Image Segmentation Techniques,True,"[""L3-010: Image Segmentation Techniques"", ""L3-010: Image Segmentation Techniques"", ""L3-010: Image Segmentation Techniques""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Radiosity Rendering (Global Illumination),This rendering method simulates realistic light transport within reconstructed spaces to help stakeholders visualize subsurface structures and spatial relationships before final excavation.,L3-031: Real-Time 3D Rendering Techniques,True,"[""L3-031: Real-Time 3D Rendering Techniques"", ""L3-031: Real-Time 3D Rendering Techniques"", ""L3-031: Real-Time 3D Rendering Techniques""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Topological Data Analysis (Persistent Homology),This mathematical framework identifies and quantifies the stable topological features (like holes or voids) in survey data to detect hidden structures or anomalies.,L3-052: Topological and Circuit Analysis,True,"[""L3-052: Topological and Circuit Analysis"", ""L3-052: Topological and Circuit Analysis"", ""L3-052: Topological and Circuit Analysis""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Neural Radiance Fields (NeRF),"This generative model creates photorealistic, navigable 3D representations of excavation sites from sparse 2D images for immersive virtual communication of results.",L3-032: Volumetric & Voxel Modeling,True,"[""L3-032: Volumetric & Voxel Modeling"", ""L3-032: Volumetric & Voxel Modeling"", ""L3-032: Volumetric & Voxel Modeling""]"
31,expert,How do I systematically document and communicate the results of an excavation or surface survey?, Building & Fire Simulation,,Uncertainty Quantification (Bayesian Inference),This statistical method attaches confidence intervals to reconstructed volumes and feature boundaries to transparently communicate the reliability of the simulation results.,L3-138: Bayesian Computational Techniques,True,"[""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,Photogrammetry,"This method captures high-resolution 3D models of excavation units or artifacts by stitching together overlapping 2D photographs, making it ideal for rapid documentation of surface features without requiring expensive hardware.",L3-024: Advanced Photogrammetric Techniques,True,"[""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,LiDAR (Light Detection and Ranging),This technique uses laser pulses to generate precise digital elevation models (DEMs) that can reveal subtle topographic anomalies and buried structures invisible to the naked eye during surface surveys.,L3-019: Laser Scanning and Lidar,True,"[""L3-019: Laser Scanning and Lidar"", ""L3-019: Laser Scanning and Lidar"", ""L3-019: Laser Scanning and Lidar""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,Structure-from-Motion (SfM),"As the underlying algorithm for many photogrammetry workflows, SfM automatically reconstructs 3D geometry and camera positions from a sparse set of images, enabling efficient modeling of complex stratigraphic profiles.",L3-024: Advanced Photogrammetric Techniques,True,"[""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,"Point Cloud Processing (e.g., using CloudCompare or MeshLab)","This computational approach cleans, aligns, and simplifies raw 3D data into usable formats, allowing researchers to visualize spatial relationships between artifacts and features with mathematical precision.",L3-020: Point Cloud Analysis and Registration,True,"[""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,Geographic Information Systems (GIS),"GIS integrates spatial data layers such as survey coordinates, artifact distributions, and environmental variables to analyze patterns and communicate findings through interactive, map-based visualizations.",L3-035: GIS Computational Analysis,True,"[""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,Virtual Reality (VR) and Augmented Reality (AR),"These immersive technologies allow stakeholders to explore reconstructed excavation sites in real-time, facilitating better communication of spatial contexts to non-specialist audiences and collaborative analysis.",L3-012: Virtual Reality & Simulation,True,"[""L3-012: Virtual Reality & Simulation"", ""L3-012: Virtual Reality & Simulation"", ""L3-012: Virtual Reality & Simulation""]"
31,intermediate,How do I systematically document and communicate the results of an excavation or surface survey?,,some kind of 3D reconstruction or modelling,"Open Source Data Standards (e.g., CityGML or OBJ)","Adopting standardized file formats ensures long-term data interoperability and reproducibility, enabling seamless sharing of 3D models across different software platforms and research teams.",L3-036: Geospatial Data Acquisition & Modeling,False,"[""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-000: Digital Heritage & Modeling""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,Total Station Surveying,"This method uses robotic theodolites to capture precise 3D coordinates of excavation features, creating a georeferenced point cloud that serves as the foundational spatial dataset for all subsequent analysis.",L3-036: Geospatial Data Acquisition & Modeling,True,"[""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,Structure-from-Motion (SfM) Photogrammetry,"By processing overlapping high-resolution photographs, this technique automatically generates accurate 3D models and orthomosaics of sites without requiring expensive laser scanning equipment.",L3-024: Advanced Photogrammetric Techniques,True,"[""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,Global Navigation Satellite System (GNSS) / GPS,"This technology provides immediate geospatial referencing for surface survey data, allowing researchers to map artifact distributions and feature locations with meter-to-centimeter-level accuracy depending on the receiver type.",L3-036: Geospatial Data Acquisition & Modeling,True,"[""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,Geographic Information Systems (GIS),"GIS software integrates diverse spatial layers such as topography, artifact density, and feature boundaries to enable complex spatial analyses and the creation of interactive, publication-ready maps.",L3-035: GIS Computational Analysis,True,"[""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,OpenStreetMap (OSM),"Utilizing this collaborative, open-source mapping platform allows researchers to rapidly visualize survey extents and share baseline cartographic data with the broader community at no cost.",L3-036: Geospatial Data Acquisition & Modeling,True,"[""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling"", ""L3-036: Geospatial Data Acquisition & Modeling""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,Digital Elevation Models (DEMs),"Generating DEMs from survey data enables the quantitative analysis of micro-topography and slope gradients, which are critical for understanding site formation processes and visibility studies.",L3-015: Digital Terrain Modeling,True,"[""L3-015: Digital Terrain Modeling"", ""L3-015: Digital Terrain Modeling"", ""L3-015: Digital Terrain Modeling""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,"Open Source Computer Vision (e.g., OpenCV)",This library allows for the automated detection and measurement of linear features or artifact clusters within large image datasets through algorithmic pattern recognition.,L3-071: Advanced Image Analysis,True,"[""L3-071: Advanced Image Analysis"", ""L3-071: Advanced Image Analysis"", ""L3-071: Advanced Image Analysis""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,"Relational Database Management Systems (e.g., SQLite, PostgreSQL)","These systems provide a structured, queryable framework for storing vast amounts of non-spatial attribute data linked to specific spatial coordinates, ensuring data integrity and efficient retrieval.",L3-002: Relational Database Operations,True,"[""L3-002: Relational Database Operations"", ""L3-002: Relational Database Operations"", ""L3-002: Relational Database Operations""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,"Digital Epigraphy Tools (e.g., Epigraphica)","Specialized software facilitates the precise transcription, annotation, and spatial mapping of inscriptions, preserving both the textual content and its exact archaeological context.",L3-000: Digital Heritage & Modeling,True,"[""L3-000: Digital Heritage & Modeling"", ""L3-000: Digital Heritage & Modeling"", ""L3-000: Digital Heritage & Modeling""]"
31,novice,How do I systematically document and communicate the results of an excavation or surface survey?,,,Virtual Reality (VR) / Augmented Reality (AR),"Immersive technologies allow stakeholders to explore reconstructed excavation units or overlay digital data onto physical sites, enhancing communication of complex spatial relationships to non-specialist audiences.",L3-012: Virtual Reality & Simulation,True,"[""L3-012: Virtual Reality & Simulation"", ""L3-012: Virtual Reality & Simulation"", ""L3-012: Virtual Reality & Simulation""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Variational Autoencoders (VAEs),"These unsupervised generative models learn a compressed latent representation of artifact typologies, enabling the visualization of continuous stylistic trajectories across periods.",L3-030: Neural Network Architectures,True,"[""L3-030: Neural Network Architectures"", ""L3-030: Neural Network Architectures"", ""L3-030: Neural Network Architectures""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Conditional Variational Autoencoders (cVAEs),"By conditioning the generative process on temporal metadata, cVAEs can explicitly model how material culture evolves or shifts between specific archaeological periods.",L3-099: Generative and Adversarial Architectures,False,"[""L3-099: Generative and Adversarial Architectures"", ""L3-099: Generative and Adversarial Architectures"", ""L3-030: Neural Network Architectures""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Domain-Adversarial Neural Networks (DANNs),"This transfer learning technique removes period-specific biases from feature representations, allowing for a direct comparison of stylistic similarities independent of chronological labels.",L3-099: Generative and Adversarial Architectures,False,"[""L3-099: Generative and Adversarial Architectures"", ""L3-099: Generative and Adversarial Architectures"", ""L3-096: Advanced Transfer Learning Paradigms""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Few-Shot Learning via Prototypical Networks,This approach enables robust classification of rare or fragmentary artifacts from underrepresented periods by leveraging prototypes from well-documented source domains.,L3-096: Advanced Transfer Learning Paradigms,True,"[""L3-096: Advanced Transfer Learning Paradigms"", ""L3-096: Advanced Transfer Learning Paradigms"", ""L3-096: Advanced Transfer Learning Paradigms""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,StyleGAN2-ADA,"This advanced generative model can synthesize realistic artifact images conditioned on specific cultural traits, facilitating the exploration of hypothetical continuities or discontinuities in material form.",L3-099: Generative and Adversarial Architectures,True,"[""L3-099: Generative and Adversarial Architectures"", ""L3-099: Generative and Adversarial Architectures"", ""L3-099: Generative and Adversarial Architectures""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Graph Neural Networks (GNNs),"GNNs model artifacts as nodes in a graph where edges represent stylistic similarity, allowing the detection of community structures that persist or dissolve across different traditions.",L3-106: Graph Convolutional Neural Networks,True,"[""L3-106: Graph Convolutional Neural Networks"", ""L3-106: Graph Convolutional Neural Networks"", ""L3-106: Graph Convolutional Neural Networks""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Transfer Learning with Pre-trained Vision Transformers (ViTs),Leveraging ViTs pre-trained on large-scale image datasets allows the extraction of high-level visual features from small archaeological corpora to identify subtle cross-period patterns.,L3-096: Advanced Transfer Learning Paradigms,True,"[""L3-096: Advanced Transfer Learning Paradigms"", ""L3-096: Advanced Transfer Learning Paradigms"", ""L3-096: Advanced Transfer Learning Paradigms""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Discrete Variational Autoencoders (Discrete VAEs),"These models specifically handle categorical data (e.g., ceramic paste composition or decoration motifs) to generate discrete latent spaces for comparing non-continuous material attributes.",L3-030: Neural Network Architectures,True,"[""L3-030: Neural Network Architectures"", ""L3-030: Neural Network Architectures"", ""L3-030: Neural Network Architectures""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Counterfactual Generative Models,"By perturbing latent variables associated with time, these models can simulate ""what-if"" scenarios to test the necessity of specific discontinuities in the archaeological record.",L3-099: Generative and Adversarial Architectures,True,"[""L3-099: Generative and Adversarial Architectures"", ""L3-099: Generative and Adversarial Architectures"", ""L3-099: Generative and Adversarial Architectures""]"
32,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?, Generative and Transfer Learning,,Multi-Modal Contrastive Learning,"This method aligns embeddings from different data types (e.g., 3D scans and stratigraphic context) to create a unified feature space for comparing material cultures across diverse recording methods.",L3-063: Multimodal Data Fusion,True,"[""L3-063: Multimodal Data Fusion"", ""L3-063: Multimodal Data Fusion"", ""L3-063: Multimodal Data Fusion""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,D Gaussian Splatting,"This photogrammetry-based technique rapidly generates high-fidelity, real-time renderable 3D models from unstructured image sets to capture fine morphological details of artifacts.",L3-031: Real-Time 3D Rendering Techniques,True,"[""L3-031: Real-Time 3D Rendering Techniques"", ""L3-031: Real-Time 3D Rendering Techniques"", ""L3-031: Real-Time 3D Rendering Techniques""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,Point Cloud Registration (ICP),Iterative Closest Point algorithms align disparate artifact scans into a common coordinate system to enable precise geometric comparison across different excavation contexts.,L3-020: Point Cloud Analysis and Registration,True,"[""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration"", ""L3-020: Point Cloud Analysis and Registration""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,Geometric Morphometrics (Procrustes Analysis),"This statistical framework quantifies shape variation by removing position, scale, and rotation effects, allowing for rigorous testing of morphological continuity between periods.",L3-027: Procrustes Analysis Methods,True,"[""L3-027: Procrustes Analysis Methods"", ""L3-027: Procrustes Analysis Methods"", ""L3-027: Procrustes Analysis Methods""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,Deep Learning-based Style Transfer,Convolutional Neural Networks can isolate stylistic attributes from geometric structure to objectively compare decorative traditions while controlling for size differences.,L3-096: Advanced Transfer Learning Paradigms,True,"[""L3-096: Advanced Transfer Learning Paradigms"", ""L3-096: Advanced Transfer Learning Paradigms"", ""L3-096: Advanced Transfer Learning Paradigms""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,Topological Data Analysis (Persistent Homology),This method identifies and tracks topological features like holes or connected components across scales to detect subtle structural discontinuities invisible to standard visual inspection.,L3-052: Topological and Circuit Analysis,True,"[""L3-052: Topological and Circuit Analysis"", ""L3-052: Topological and Circuit Analysis"", ""L3-052: Topological and Circuit Analysis""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,Variational Autoencoders (VAEs),"These generative models compress complex artifact shapes into low-dimensional latent spaces, facilitating the clustering of material cultures based on underlying geometric manifolds.",L3-030: Neural Network Architectures,True,"[""L3-030: Neural Network Architectures"", ""L3-030: Neural Network Architectures"", ""L3-030: Neural Network Architectures""]"
32,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of 3D reconstruction or modelling,Digital Twin Reconstruction,"Creating a dynamic, data-rich virtual replica of an archaeological site allows for the simulation of usage patterns and the visualization of diachronic changes in spatial organization.",L3-039: Geometric Reconstruction Techniques,True,"[""L3-039: Geometric Reconstruction Techniques"", ""L3-039: Geometric Reconstruction Techniques"", ""L3-039: Geometric Reconstruction Techniques""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Multivariate Statistical Analysis (PCA/MDS),This method reduces high-dimensional artifact attribute data into visual plots to objectively identify clusters of similarity and distinguish between distinct cultural traditions.,L3-149: Principal Component Analysis,True,"[""L3-149: Principal Component Analysis"", ""L3-149: Principal Component Analysis"", ""L3-149: Principal Component Analysis""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Network Analysis,"By modeling artifact distributions as nodes and links, this approach quantifies the flow of goods and ideas across regions to reveal trade routes and cultural exchange patterns over time.",L3-074: Network Structure Analysis,True,"[""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,"Sequence Analysis (e.g., Optimal Matching)",This technique compares ordered lists of artifact types across sites to statistically measure the degree of continuity or abrupt change in cultural sequences.,L3-114: Sequence Alignment Methods,True,"[""L3-114: Sequence Alignment Methods"", ""L3-114: Sequence Alignment Methods"", ""L3-114: Sequence Alignment Methods""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Machine Learning Classification (Supervised),Training algorithms on well-dated reference collections allows for the automated assignment of unknown artifacts to specific cultural traditions based on morphological or stylistic features.,L3-169: Ranking and Classification Methods,True,"[""L3-169: Ranking and Classification Methods"", ""L3-169: Ranking and Classification Methods"", ""L3-169: Ranking and Classification Methods""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,D Geometric Morphometrics,"This method captures the precise shape of artifacts as mathematical coordinates to detect subtle, continuous evolutionary trends in tool forms that are invisible to the naked eye.",L3-028: Morphometric Shape Analysis,False,"[""L3-028: Morphometric Shape Analysis"", ""L3-023: Morphological Shape Analysis"", ""L3-028: Morphometric Shape Analysis""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Text Mining and Topic Modeling,"Applied to archaeological reports or catalog descriptions, this method extracts latent themes and semantic shifts to track how material culture is described and categorized across different historical periods.",L3-076: Topic Modeling & Classification,True,"[""L3-076: Topic Modeling & Classification"", ""L3-076: Topic Modeling & Classification"", ""L3-076: Topic Modeling & Classification""]"
32,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Agent-Based Modeling,This simulation technique tests hypotheses about how individual human behaviors and local rules scale up to produce observed macro-level patterns of cultural continuity or discontinuity.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,Principal Component Analysis (PCA),This unsupervised dimensionality reduction technique identifies the primary axes of variation in your artifact assemblage data to visualize clustering patterns and potential site groupings without prior bias.,L3-149: Principal Component Analysis,True,"[""L3-149: Principal Component Analysis"", ""L3-149: Principal Component Analysis"", ""L3-149: Principal Component Analysis""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,Linear Discriminant Analysis (LDA),This supervised classification algorithm maximizes the separation between predefined chronological or functional groups to test hypotheses about whether your site's assemblage is statistically distinct from reference collections.,L3-142: Discriminant Analysis Techniques,True,"[""L3-142: Discriminant Analysis Techniques"", ""L3-142: Discriminant Analysis Techniques"", ""L3-142: Discriminant Analysis Techniques""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,Non-metric Multidimensional Scaling (NMDS),This rank-based ordination method effectively handles non-linear ecological gradients and non-normal data distributions common in archaeological assemblages to preserve the rank order of dissimilarities between samples.,L3-091: Non-linear Dimensionality Reduction,True,"[""L3-091: Non-linear Dimensionality Reduction"", ""L3-091: Non-linear Dimensionality Reduction"", ""L3-091: Non-linear Dimensionality Reduction""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,Canonical Correspondence Analysis (CCA),This constrained ordination technique explicitly models the relationship between your artifact species data and environmental or stratigraphic explanatory variables to determine which factors drive compositional changes over time.,L3-141: Constrained Multivariate Ordination,True,"[""L3-141: Constrained Multivariate Ordination"", ""L3-141: Constrained Multivariate Ordination"", ""L3-141: Constrained Multivariate Ordination""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,K-Means Clustering,This iterative partitioning algorithm objectively identifies the optimal number of distinct functional or temporal clusters within your dataset based on Euclidean distances between artifact attributes.,L3-080: Unsupervised Clustering Algorithms,True,"[""L3-080: Unsupervised Clustering Algorithms"", ""L3-080: Unsupervised Clustering Algorithms"", ""L3-080: Unsupervised Clustering Algorithms""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,Random Forest Classifier,This ensemble learning method provides robust predictions of site chronology or function while simultaneously generating feature importance scores to highlight which specific artifact attributes are most diagnostic.,L3-046: Tree-Based Ensemble Learning,True,"[""L3-046: Tree-Based Ensemble Learning"", ""L3-046: Tree-Based Ensemble Learning"", ""L3-046: Tree-Based Ensemble Learning""]"
33,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?", Multivariate Ordination & Discriminant Analysis,,Permutation Tests (ANOVA),This non-parametric statistical validation procedure assesses the significance of group differences identified by your ordination or discriminant models to ensure observed patterns are not due to random chance.,L3-125: Parametric and Non-Parametric Tests,True,"[""L3-125: Parametric and Non-Parametric Tests"", ""L3-125: Parametric and Non-Parametric Tests"", ""L3-125: Parametric and Non-Parametric Tests""]"
33,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Bayesian Chronological Modelling (e.g., OxCal or BCal)",This method integrates radiocarbon dates with stratigraphic constraints to produce statistically robust probability distributions for site occupation phases.,L3-018: Bayesian Chronological Modeling,True,"[""L3-018: Bayesian Chronological Modeling"", ""L3-018: Bayesian Chronological Modeling"", ""L3-018: Bayesian Chronological Modeling""]"
33,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Sequence Analysis (e.g., OxA or OxCal's Sequence function)",This approach reconstructs the relative order of events within a site by combining stratigraphic information with absolute dating to resolve complex depositional histories.,L3-018: Bayesian Chronological Modeling,True,"[""L3-018: Bayesian Chronological Modeling"", ""L3-018: Bayesian Chronological Modeling"", ""L3-018: Bayesian Chronological Modeling""]"
33,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Seriation (e.g., Spearman's rank correlation or Gompertz curve fitting)",This technique orders artifact assemblages chronologically based on changing stylistic frequencies when absolute dates are sparse or unavailable.,L3-124: Permutation and Seriation Methods,True,"[""L3-124: Permutation and Seriation Methods"", ""L3-124: Permutation and Seriation Methods"", ""L3-124: Permutation and Seriation Methods""]"
33,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Luminescence Dating (e.g., OSL or IRSL)","This method determines the last time sediment grains were exposed to sunlight, providing absolute ages for sites lacking organic material for radiocarbon dating.",L3-134: Geochemical Isotope & Elemental Modeling,True,"[""L3-134: Geochemical Isotope & Elemental Modeling"", ""L3-134: Geochemical Isotope & Elemental Modeling"", ""L3-134: Geochemical Isotope & Elemental Modeling""]"
33,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,Dendrochronology,This technique matches tree-ring patterns in wooden artifacts to master chronologies to establish precise calendar years for site construction or abandonment.,L3-111: Phylogenetic Inference & Reconstruction,True,"[""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction""]"
